Sex,Age,Height(cm),Weight(kg),Resting_BPM,Workout_Frequency(days/week),Experience_Level,Session_Duration(min),Workout_Type,Fat_Percentage,Water_Intake(liters),BMI,Diet_Plan,Workout_Plan
Male,21,175.3,62.4,69,5,Advanced,65,Strength,13,3.8,20.31,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,19,173.5,58.9,64,4,Intermediate,50,Cardio,22.4,3.16,19.55,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,24,170.2,58.4,66,4,Intermediate,50,Cardio,24.3,3.15,20.17,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,22,179.8,61.4,67,5,Advanced,65,Strength,11.6,3.8,18.98,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,26,173.3,49.7,61,3,Beginner,40,Cardio,20.5,2.64,16.56,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,28,175.4,64.6,71,4,Intermediate,55,HIIT,15.4,3.8,21,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Male,34,172,60.2,71,4,Intermediate,55,HIIT,16,3.41,20.34,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,31,170.7,47,61,3,Beginner,40,Cardio,21.1,2.24,16.11,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,26,169.1,56.6,66,3,Beginner,40,Cardio,24.3,2.88,19.78,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,23,165.8,58.7,71,5,Advanced,65,HIIT,14.7,3.8,21.34,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,35,179.9,60.8,66,3,Beginner,40,Cardio,25.2,2.73,18.77,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,34,177.6,63.7,68,3,Beginner,40,Cardio,26.6,2.83,20.19,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,22,163.3,46.6,65,5,Advanced,65,Strength,9.9,3.43,17.5,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,19,173.3,58.3,64,4,Intermediate,50,Cardio,22.3,3.14,19.4,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,32,168.5,54.6,66,3,Beginner,40,Cardio,25,2.51,19.21,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,19,173.6,62.9,66,4,Intermediate,50,Cardio,24,3.3,20.85,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,34,166.3,60.3,74,4,Intermediate,55,HIIT,17.8,3.41,21.8,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Male,21,177.1,52.4,63,5,Advanced,65,Strength,8.7,3.64,16.72,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,19,172,55.6,66,5,Advanced,65,Strength,10.7,3.75,18.78,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Male,34,174.3,61.1,71,4,Intermediate,55,HIIT,15.7,3.44,20.09,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,23,169.6,55.3,64,4,Intermediate,50,Cardio,22.9,3.04,19.22,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,31,177.9,70.5,74,4,Intermediate,55,HIIT,17.6,3.77,22.26,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Male,21,168.3,58.5,69,5,Advanced,65,Strength,13.4,3.8,20.64,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,22,175.8,58.6,64,4,Intermediate,50,Cardio,22.4,3.15,18.95,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,32,175.6,63.3,68,3,Beginner,40,Cardio,26.6,2.81,20.52,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,24,171.1,63.9,69,4,Intermediate,50,Cardio,26.3,3.34,21.83,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,27,178,59.7,65,3,Beginner,40,Cardio,23.4,2.99,18.83,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,30,178.2,54.9,66,4,Intermediate,55,Cardio,11.5,3.22,17.29,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,27,173.3,59.7,69,4,Intermediate,55,Cardio,13.8,3.69,19.86,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,22,173,61.9,66,4,Intermediate,50,Cardio,24.5,3.27,20.68,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,20,178.4,64.2,65,4,Intermediate,50,Cardio,23.4,3.35,20.16,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,34,181.6,63.8,67,3,Beginner,40,Cardio,25.6,2.83,19.34,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,33,175.8,50.9,62,3,Beginner,40,Cardio,21.9,2.38,16.46,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,26,178,60.5,65,3,Beginner,40,Cardio,23.5,3.02,19.11,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,32,179.2,59.8,68,4,Intermediate,55,Cardio,13.5,3.39,18.61,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,18,168.4,54.4,66,5,Advanced,65,Strength,11,3.71,19.21,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,34,161.1,55.8,70,3,Beginner,40,HIIT,28.2,2.55,21.51,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,23,169.6,58.1,66,4,Intermediate,50,Cardio,24.1,3.13,20.21,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,21,175,52.4,64,5,Advanced,65,Strength,9.2,3.63,17.11,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,19,164.8,46.3,60,4,Intermediate,50,Yoga,19.4,2.72,17.05,"Balance & Recovery: Leafy Greens, Lentils, Herbal Tea, Berries, Nuts, Tofu, Honey, Flax Seeds, Coconut Oil, Fermented Foods, Herbal Infusions, Chickpeas, Soaked Almonds, Carrot Juice","Warm-up: Deep Breathing, Sun Salutations | Workout: Warrior Pose, Tree Pose, Downward Dog, Cobra Pose, Meditation | Cool-down: Shavasana, Pranayama"
Male,21,170.4,59.1,69,5,Advanced,65,Strength,13.1,3.8,20.36,"Muscle Gain: Eggs, Lean Meat, Brown Rice, Greek Yogurt, Almonds, Cottage Cheese, Protein Shake, Salmon, Spinach, Whole Milk, Lentils, Avocado, Nuts, Red Meat, Sweet Corn","Warm-up: Dynamic Stretches, Resistance Band Work | Workout: Squats, Deadlifts, Bench Press, Overhead Press, Pull-ups, Rows | Cool-down: Static Stretching, Foam Rolling"
Female,30,173.6,60.9,67,3,Beginner,40,Cardio,25.7,2.73,20.2,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,21,166.7,44.7,59,4,Intermediate,50,Yoga,18.8,2.67,16.11,"Balance & Recovery: Leafy Greens, Lentils, Herbal Tea, Berries, Nuts, Tofu, Honey, Flax Seeds, Coconut Oil, Fermented Foods, Herbal Infusions, Chickpeas, Soaked Almonds, Carrot Juice","Warm-up: Deep Breathing, Sun Salutations | Workout: Warrior Pose, Tree Pose, Downward Dog, Cobra Pose, Meditation | Cool-down: Shavasana, Pranayama"
Female,18,172.1,52,61,4,Intermediate,50,Cardio,19.8,2.92,17.54,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,31,172.8,56,68,4,Intermediate,55,Cardio,13.4,3.26,18.76,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,21,171.9,55.8,64,4,Intermediate,50,Cardio,22.1,3.05,18.9,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,28,168.4,57.4,67,3,Beginner,40,Cardio,25.3,2.91,20.22,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,27,176.4,58.2,64,3,Beginner,40,Cardio,23.3,2.94,18.73,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,30,162.1,57.7,73,4,Intermediate,55,HIIT,17,3.32,21.94,"High-Energy: Oats, Banana, Peanut Butter, Chicken, Sweet Potatoes, Coconut Water, Chia Seeds, Greek Yogurt, Eggs, Dark Chocolate, Almond Butter, Berries, Whole Grain Toast, Protein Smoothie","Warm-up: Jump Rope, High Knees | Workout: Burpees, Mountain Climbers, Kettlebell Swings, Box Jumps, Sprints | Cool-down: Stretching, Foam Rolling"
Female,29,172,55.4,65,3,Beginner,40,Cardio,23.7,2.84,18.71,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,34,177.9,57.9,68,4,Intermediate,55,Cardio,13.6,3.33,18.28,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,32,178.3,59.7,66,3,Beginner,40,Cardio,24.5,2.69,18.79,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Female,24,167.5,50.8,63,4,Intermediate,50,Cardio,21.8,2.88,18.09,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
Male,31,177.8,55.4,66,4,Intermediate,55,Cardio,11.9,3.24,17.51,"Endurance Boost: Whole Wheat Bread, Fish, Nuts, Vegetables, Avocado, Beans, Dark Chocolate, Quinoa, Citrus Fruits, Green Tea, Walnuts, Chia Seeds, Hydrating Fruits, Oatmeal","Warm-up: Light Jogging, Arm Circles | Workout: Running, Cycling, Swimming, Rowing, Skipping, Stair Climbing | Cool-down: Slow Walk, Deep Breathing"
